,dc:title,@_fa,link,prism:url,dc:identifier,eid,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,pubmed-id,pii,prism:isbn,year
108,First search for atmospheric and extraterrestrial neutrino-induced cascades with the IceCube detector,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/80555136699'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/80555136699?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80555136699&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80555136699&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/80555136699,80555136699,2-s2.0-80555136699,Abbasi R.,"Physical Review D - Particles, Fields, Gravitation and Cosmology",15507998,15502368,84,7,,2011-10-03,3 October 2011,10.1103/PhysRevD.84.072001,41.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,072001,110157.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,,2011
109,Time-dependent searches for point sources of neutrinos with the 40-string and 22-string configurations of icecube,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/83755221047'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/83755221047?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=83755221047&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=83755221047&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/83755221047,83755221047,2-s2.0-83755221047,Abbasi R.,Astrophysical Journal,0004637X,15384357,744,1,,2012-01-01,1 January 2012,10.1088/0004-637X/744/1/1,34.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,1,26765.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2012
110,Background studies for acoustic neutrino detection at the South Pole,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/80155182099'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/80155182099?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80155182099&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80155182099&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0927650511001836'}]",https://api.elsevier.com/content/abstract/scopus_id/80155182099,80155182099,2-s2.0-80155182099,Abbasi R.,Astroparticle Physics,09276505,,35,6,312-324,2012-01-01,January 2012,10.1016/j.astropartphys.2011.09.004,15.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,,26764.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,S0927650511001836,,2012
111,Neutrino analysis of the 2010 September crab nebula flare and time-integrated constraints on neutrino emission from the crab using IceCube,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84862908584'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84862908584?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84862908584&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84862908584&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84862908584,84862908584,2-s2.0-84862908584,Abbasi R.,Astrophysical Journal,0004637X,15384357,745,1,,2012-01-20,20 January 2012,10.1088/0004-637X/745/1/45,13.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,45,26765.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,,2012
112,Observation of anisotropy in the galactic cosmic-ray arrival directions at 400 TeV with IceCube,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84863073281'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84863073281?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84863073281&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84863073281&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84863073281,84863073281,2-s2.0-84863073281,Abbasi R.,Astrophysical Journal,0004637X,15384357,746,1,,2012-02-10,10 February 2012,10.1088/0004-637X/746/1/33,135.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,33,26765.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,,2012
113,Multiyear search for dark matter annihilations in the Sun with the AMANDA-II and IceCube detectors,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84863230145'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84863230145?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84863230145&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84863230145&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84863230145,84863230145,2-s2.0-84863230145,Abbasi R.,"Physical Review D - Particles, Fields, Gravitation and Cosmology",15507998,15502368,85,4,,2012-02-22,22 February 2012,10.1103/PhysRevD.85.042002,92.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,042002,110157.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2012
114,Searching for soft relativistic jets in core-collapse supernovae with the IceCube optical follow-up program,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84863295832'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84863295832?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84863295832&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84863295832&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84863295832,84863295832,2-s2.0-84863295832,Abbasi R.,Astronomy and Astrophysics,00046361,14320746,539,,,2012-01-01,2012,10.1051/0004-6361/201118071,45.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,A60,26750.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2012
115,Searches for periodic neutrino emission from binary systems with 22 and 40 strings of IceCube,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84863351703'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84863351703?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84863351703&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84863351703&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84863351703,84863351703,2-s2.0-84863351703,Abbasi R.,Astrophysical Journal,0004637X,15384357,748,2,,2012-04-01,1 April 2012,10.1088/0004-637X/748/2/118,12.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,118,26765.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,,2012
116,An absence of neutrinos associated with cosmic-ray acceleration in γ-ray bursts,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84859886377'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84859886377?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84859886377&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84859886377&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84859886377,84859886377,2-s2.0-84859886377,Abbasi R.,Nature,00280836,14764687,484,7394,351-353,2012-04-19,19 April 2012,10.1038/nature11068,283.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,,21206.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,NATURE11068,,2012
117,The design and performance of IceCube DeepCore,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84859864845'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84859864845?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84859864845&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84859864845&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0927650512000254'}]",https://api.elsevier.com/content/abstract/scopus_id/84859864845,84859864845,2-s2.0-84859864845,Abbasi R.,Astroparticle Physics,09276505,,35,10,615-624,2012-05-01,May 2012,10.1016/j.astropartphys.2012.01.004,221.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,,26764.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,S0927650512000254,,2012
118,Search for ultrahigh-energy tau neutrinos with IceCube,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84864532036'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84864532036?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84864532036&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84864532036&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84864532036,84864532036,2-s2.0-84864532036,Abbasi R.,"Physical Review D - Particles, Fields, Gravitation and Cosmology",15507998,15502368,86,2,,2012-07-26,26 July 2012,10.1103/PhysRevD.86.022005,27.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,022005,110157.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2012
119,Lateral distribution of muons in IceCube cosmic ray events,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84872227105'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84872227105?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84872227105&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872227105&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84872227105,84872227105,2-s2.0-84872227105,Abbasi R.,"Physical Review D - Particles, Fields, Gravitation and Cosmology",15507998,15502368,87,1,,2013-01-07,7 January 2013,10.1103/PhysRevD.87.012005,32.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,012005,110157.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,,2013
120,Search for relativistic magnetic monopoles with IceCube,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84872977787'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84872977787?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84872977787&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872977787&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84872977787,84872977787,2-s2.0-84872977787,Abbasi R.,"Physical Review D - Particles, Fields, Gravitation and Cosmology",15507998,15502368,87,2,,2013-01-18,18 January 2013,10.1103/PhysRevD.87.022001,37.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,022001,110157.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,,,2013
122,An improved method for measuring muon energy using the truncated mean of dE/dx,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84872098761'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84872098761?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84872098761&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872098761&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0168900212014234'}]",https://api.elsevier.com/content/abstract/scopus_id/84872098761,84872098761,2-s2.0-84872098761,Abbasi R.,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",01689002,,703,,190-198,2013-01-15,2013,10.1016/j.nima.2012.11.081,35.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29067.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,S0168900212014234,,2013
123,All-particle cosmic ray energy spectrum measured with 26 IceTop stations,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84874735180'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84874735180?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84874735180&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874735180&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0927650513000261'}]",https://api.elsevier.com/content/abstract/scopus_id/84874735180,84874735180,2-s2.0-84874735180,Abbasi R.,Astroparticle Physics,09276505,,44,,40-58,2013-03-12,2013,10.1016/j.astropartphys.2013.01.016,18.0,"[{'@_fa': 'true', 'affilname': 'University of Wisconsin-Madison', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",Journal,ar,Article,,26764.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,S0927650513000261,,2013
124,A convolutional neural network based cascade reconstruction for the IceCube Neutrino Observatory,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85112103983'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85112103983?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85112103983&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112103983&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85112103983,85112103983,2-s2.0-85112103983,Abbasi R.,Journal of Instrumentation,,17480221,16,7,,2021-07-01,July 2021,10.1088/1748-0221/16/07/P07041,2.0,"[{'@_fa': 'true', 'affilname': 'Loyola University of Chicago', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}]",Journal,ar,Article,P07041,4900152808.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,,2021
